auxco_id,title,task,task_description,default_kldb_id,default_isco_id,kldb_title_short
8010,Familienpfleger/in für Notsituationen,Hauswirtschaftliche Unterstützung von Privathaushalten in vorübergehenden Notsituationen,"z.B. haushaltsführende Person vertreten; Mahlzeiten vor- und zubereiten; einkaufen; Familienangehörige betreuen, insbesondere Kinder und kranke Familienmitglieder betreuen; Unterstützung alleinstehender Senioren im Alltag bieten",83143,5152,Haus- und Familienpflege
8011,Sozialberater/in,"Unterstützung von Personen in Beratungsstellen hinsichtlich von Problemen wie Suchtkrankheiten, ungewollten Schwangerschaften oder Erziehungsproblemen","z.B. Einzel- oder Gruppengespräche mit den Ratsuchenden führen, um ihre Probleme zu beurteilen und festzustellen, welche Art von Diensten sie benötigen; über Dienstleistungs- und Versorgungsangebote beraten; therapeutische Gruppenarbeit durchführen; Lösungsmöglichkeiten aufzeigen; suchtkranke Personen über Behandlungsmöglichkeiten informieren; Kontakt mit Schulen und Anbietern von Gesundheitsdienstleistungen pflegen",83154,2635,"Sozial-, Erziehungs- und Suchtberatung"
8012,Kindergartenleiter/in,"Führungsaufgaben mit Personalverantwortung in der Erziehung, Heilerziehungspflege oder der Sozialarbeit",z.B. verwaltende Aufgaben in Kindergärten wahrnehmen; Programme zur Verbesserung der Entwicklung von Kindern implementieren; Budget festlegen und überwachen; Personalplanung durchführen; Mitarbeiter anleiten und Arbeitsabläufe optimieren; Einrichtungen nach außen repräsentieren,83193,1341,"Erziehung, Sozialarbeit, Heilerziehungspflege (Führungskraft)"
8061,Leiter/in einer sozialpädagogischen Einrichtung,"Führungsaufgaben mit Personalverantwortung in Kinderheimen, Jugendheimen, Erwachsenenheimen oder Behindertenwerkstätten","z.B. Bildungs-, Arbeits- und Freizeitangebot der Einrichtung planen; Regierungsstellen über Verbesserungsmaßnahmen beraten; Budget festlegen und überwachen; Personalplanung durchführen und Mitarbeiter anleiten; Arbeitsabläufe optimieren; Einrichtungen nach außen repräsentieren",83194,1344,"Erziehung, Sozialarbeit, Heilerziehungspflege (Führungskraft)"
8013,Haushaltshilfe,Unterstützung von Privathaushalten bei den anfallenden hauswirtschaftlichen Aufgaben,"z.B. Staubsaugen, Putzen, Essen zubereiten, Wäsche waschen und bügeln, Möbel abstauben",83211,9111,Hauswirtschaft
8014,Hauswirtschafter/in in Privathaushalten,Durchführung hauswirtschaftlicher Versorgung sowie Betreuung von Personen in Privathaushalten,z.B. Haushaltsbudget planen und überwachen; Speisepläne erstellen; Lebensmittel organisieren; kleine Verletzungen versorgen; Haustiere versorgen; Pflanzen gießen; Reinigung der Wäsche erledigen; gesetzliche Vorschriften überwachen,83212,5152,Hauswirtschaft
8062,Hauswirtschafter/in in sozialen und gewerblichen Einrichtungen,Durchführung hauswirtschaftlicher Tätigkeiten in sozialen und gewerblichen Einrichtungen,z.B. Haushaltsbudget planen und überwachen; Speisepläne erstellen; Lebensmittel organisieren; kleine Verletzungen versorgen; Pflanzen gießen; Reinigung der Wäsche erledigen; gesetzliche Vorschriften überwachen,83212,5151,Hauswirtschaft
8015,Verbraucherberater/in,Beratung von Konsumenten zu Fragen des Verbraucherschutzes und Verbraucherrechten,"z.B. Kunden und Verbraucher über Produkte, Dienstleistungen und Rechtsfragen im Bereich Konsum aufklären; Waren, Produkte und Dienstleistungen testen; themenbezogene Seminare durchführen; Verbraucherinteressen in Verhandlungen vertreten; Berichte veröffentlichen",83223,2635,Verbraucherberatung
8016,Hauswirtschaftsleiter/in für Großbetriebe,Führungsaufgaben mit Personalverantwortung in hauswirtschaftlichen Großbetrieben,z.B. für eine optimale und gesunde Verpflegung der Gäste bzw. Bewohner sorgen; Speisepläne erstellen; Textil- bzw. Wäschepflege organisieren; Einkäufe organisieren; Budgets erstellen und überwachen,83293,5151,Hauswirtschaft und Verbraucherberatung (Führungskraft)
8017,Hauswirtschaftsleiter/in für Privathaushalte,Führungsaufgaben mit Personalverantwortung im Bereich der Hauswirtschaft in Privathaushalten,z.B. Textil- bzw. Wäschepflege organisieren; Budgets erstellen und überwachen; die Einhaltung gesetzlicher Vorschriften überwachen; Einkäufe organisieren; beratende Funktionen wahrnehmen,83293,5152,Hauswirtschaft und Verbraucherberatung (Führungskraft)
8018,Pfarrer/in,Vermittlung religiöser Glaubensinhalte an eine Glaubensgemeinde sowie die Übernahme seelsorgerischer Aufgaben,"z.B. religiöse Traditionen, Praktiken und Überzeugungen pflegen; religiöse Feiern und Gottesdienste vorbereiten und abhalten; religiöse Reden verfassen; seelsorgerische Gespräche führen; karitative Aufgaben übernehmen",83314,2636,Theologie
8019,Gemeindereferent/in,"Unterstützung von Pastoren und Pfarrern bei organisatorischen, religiösen und seelsorgerischen Aufgaben",z.B. Gespräche über Glaubens- und Lebensfragen führen; religiöse Arbeitskreise leiten; Gruppentreffen organisieren; bei der Organisation und Durchführung religiöser Feste / Gemeindeaktionen mitarbeiten; Wortgottesdienste halten; ehrenamtliche Mitarbeit in der Gemeinde fördern; Sterbende und ihre Angehörigen begleiten,83322,3413,Gemeindearbeit
8020,Nonne/Mönch,Tätigkeiten als Mitglied religiöser Ordensgemeinschaften,z.B. beten und meditieren; bei der Vorbereitung und Durchführung von Gottesdiensten unterstützen; den Klostergarten pflegen; Hilfsprogramme für bedürftige organisieren; religiöse Schriften studieren; Verwaltungstätigkeiten ausführen,83332,3413,Angehörige geistlicher Orden und Mutterhäuser
8021,Klostervorsteher/in,Leitung einer religiösen Ordensgemeinschaft,z.B. Aufgaben an die Angehörigen der Gemeinschaft delegieren; die Gründung neuer Gemeinden vorbereiten; Gottesdienste veranstalten; Hilfeleistungen für Menschen in Not organisieren; religiöse Erziehung bereitstellen,83333,2636,Angehörige geistlicher Orden und Mutterhäuser
8022,Küster/in,Vorbereitung des Kirchraums und der Sakristei für den Gottesdienst,z.B. Kanzeln und Altäre dem Anlass entsprechend schmücken; Kerzen anzünden; Bücher und Gewänder vorbereiten; Faltblätter auslegen; Auskünfte zu den Gottesdiensten in Kirchen erteilen,83382,5153,Theologie und Gemeindearbeit
8023,Trauerredner/in,Gestaltung von nichtreligiösen Trauerfeiern für Verstorbene,z.B. die Trauerrede für konfessionslos Verstorbene halten; Vorgespräche führen; Trauerbegleitung anbieten; Kondolenzbücher nachbearbeiten,83383,3412,Theologie und Gemeindearbeit
8024,Christliche/r Jugendbetreuer/in,Organisation von Projekten und Freizeitaktivitäten in der christlichen Jugendarbeit,z.B. bei Jugendgottesdiensten mitarbeiten und diese weiterentwickeln; bei Fragen zu den Hausaufgaben helfen; regionale Mitarbeiterkreise aufbauen; an Angeboten der Ortsvereine punktuell mitarbeiten,83383,3413,Theologie und Gemeindearbeit
8025,Missionar/in,Verbreitung von Glaubenslehren in der Missionsarbeit,"z.B. religiöse Lehren unter Andersgläubigen verbreiten, mit dem Ziel diese Menschen zu einer bestimmten Glaubensrichtung zu bekehren; religiös motivierte soziale Arbeit leisten; Predigten vorbereiten; Gottesdienste durchführen; Hilfeleistungen organisieren und durchführen",83384,2636,Theologie und Gemeindearbeit
8026,Bischof/Bischöfin,Führungsaufgaben mit Personalverantwortung bei der administrativen und geistlichen Leitung von untergeordneten Kirchengemeinden,"z.B. Kleriker des eigenen Bezirks beaufsichtigen; Sorge dafür tragen, dass die Gottesdienste gemäß den Vorschriften der Liturgie gefeiert werden; Vermögens- und Gebäudeverwaltung in den einzelnen Pfarreien kontrollieren; Weihsakramente spenden, insbesondere die Bischofs-, Priester- und Diakonweihe; Kirche bzw. Gemeinde nach außen vertreten",83394,2636,Theologie und Gemeindearbeit (Führungskraft)
8027,Grundschullehrer/in,Erteilung von allgemeinbildendem Unterricht und Erziehung von Kindern an Grundschulen,"z.B. Unterrichtsstunden halten sowie vor- und nachbereiten; mündliche Abfragen, Klassenarbeiten oder benotete Tests durchführen; Hausaufgaben und Hefteinträge kontrollieren; Pausenaufsicht machen; Klassenfahrten planen; Elternabende durchführen",84114,2341,Lehrkräfte in der Primarstufe
8028,Lehrer/in Sekundarstufe,Erteilung von allgemeinbildendem Unterricht in der Sekundarstufe I und II,z.B. Lehrpläne für Klassen erstellen; Lehrmethoden und Unterrichtsmaterialien an die unterschiedlichen Bedürfnisse der Schüler anpassen; Klassenarbeiten benoten; Elternabende abhalten; Klassenfahrten organisieren,84124,2330,Lehrkräfte in der Sekundarstufe
8029,Sonderschullehrer/in,"Förderung von Menschen mit Lernschwierigkeiten, Hochbegabung oder anderen besonderen Bedürfnissen",z.B. den Förderbedarf des Einzelnen erarbeiten; individuelle Lernvoraussetzungen berücksichtigen; Selbstbewusstsein und das Interesse der Schüler steigern; Elternabende abhalten; Beratungsgespräche mit den Eltern führen,84134,2352,Lehrkräfte an Sonderschulen
8030,Ausbildungslehrer/in,Entwicklung von Lehrmethoden und Lernhilfen sowie die Koordination der Ausbildung von Referendaren,z.B. Bildungseinrichtungen bei der Einführung von Lernhilfen beraten; Kenntnisse der Didaktik vermitteln und Referendare anleiten; Unterrichtsstunden der Referendare nachbesprechen; Klassen zur Beobachtung von Lehrtechniken besuchen; Evaluierung der Lehrkräfte,84144,2351,Lehrerausbildung
8031,Lernbetreuer/in,Betreuung und Beaufsichtigung von Kindern in Schulen abseits des Schulunterrichts,"z.B. Kinder mit geistigen, körperlichen, verhaltensbedingten und sonstigen Lernschwierigkeiten unterstützen; bei den Hausaufgaben helfen; Kinder individuell unterstützen; den Lehrkräften bei der Erstellung von Lehrmaterial assistieren",84183,5312,Lehrkräfte an allgemeinbildenden Schulen
8032,Beratungslehrer/in,Beratung von Schülern und Eltern sowie Übernahme fachbereichsbezogener Verwaltungs- und Koordinationsaufgaben,"z.B. Schüler und deren Eltern über geeignete Schulart und Berufsmöglichkeiten beraten und informieren; bei Lernproblemen sowie Verhaltensauffälligkeiten, Hilfestellungen geben und individuelle Lösungsmöglichkeiten aufzeigen; einheitliche Leistungsanforderungen definieren; Prüfungsaufgaben im jeweiligen Fach erstellen; Lernmittel anschaffen",84184,2359,Lehrkräfte an allgemeinbildenden Schulen
8033,Schulleiter/in - allgemeinbildende Schulen,Führungsaufgaben mit Personalverantwortung in allgemeinbildenden Schulen,z.B. Schule leiten; Dienstbesprechungen und Lehrerkonferenzen leiten; die Schule nach außen vertreten; Lehrmethoden überwachen; Bildungsprogramme auf der Grundlage von Rahmenplänen und Richtlinien festlegen; Weiterbildungsmöglichkeiten für Lehrkräfte organisieren; Klassenleiter bestimmen,84194,1345,Allgemeinbildende Schulen (Führungskraft)
8034,Berufsschullehrer/in,Erteilung von berufstheoretischem und berufspraktischem Unterricht an Berufsschulen,"z.B. theoretische Kenntnisse und berufspraktische Fertigkeiten vermitteln; Unterricht vorbereiten und Unterrichtsmaterial auswählen; mit betrieblichen Ausbildern kooperieren; die Arbeit der Schüler beobachten, evaluieren und Feedback geben; Leistungsnachweise durchführen",84214,2320,Lehrkräfte für berufsbildende Fächer
8035,Lehrlingsausbilder/in,"Planung, Organisation und Durchführung der betrieblichen Ausbildung",z.B. den Lernprozess der Auszubildenden begleiten und diese individuell fördern; Auszubildende in theoretischen und praktischen Unterweisungen unterrichten; Leistungen und Lernfortschritte der Auszubildenden bewerten; Ausbildungszeugnisse am Ende der Ausbildung erfassen,84223,2320,Betriebliche Ausbildung und Betriebspädagogik
8036,Schulleiter/in – berufliche Schulen,Führungsaufgaben mit Personalverantwortung in Berufsschulen,z.B. in Schulbetrieben über das pädagogische Konzept entscheiden; den Unterrichtsbetrieb koordinieren und organisieren; Lehrerkonferenzen leiten; Schule nach außen vertreten; Budgetplanung kontrollieren; Lehrmethoden überwachen; Kontakte mit Ausbildungsbetrieben pflegen,84294,1345,"Berufsschulen, betriebliche Ausbildung und Betriebspädagogik (Führungskraft)"
8037,Dozent/in / Professor/in,Lehren und Forschen an Universitäten und Hochschulen,"z.B. Vorlesungen, Seminare oder Übungen durchführen; Forschungsergebnisse in Fachzeitschriften und -büchern veröffentlichen; Lehrmaterialien konzipieren; Klausuren vorbereiten; Studierende beraten und betreuen; empirische Untersuchungen organisieren",84304,2310,Hochschullehre und -forschung
8038,Hochschulpräsident/in bzw. Hochschulrektor/in,Leitung und Steuerung der strategischen Ausrichtung einer Hochschule oder Universität,z.B. Personalentwicklung festlegen; Haushaltsvoranschläge und Wirtschaftspläne festlegen; Ausschüsse einberufen; Sitzungsbeschlüsse vollziehen; Lehr- und Forschungskonzepte entwerfen; über die Verteilung von Grundstücken und Räumen entscheiden; Auswahl von Professoren genehmigen,84394,1120,Hochschullehre und -forschung (Führungskraft)
8039,Dozent/in - Erwachsenenbildung,Vermittlung allgemeiner berufsbezogener Kompetenzen an Erwachsene in außerschulischen Bildungseinrichtungen,z.B. Interessenten hinsichtlich der jeweiligen Bildungsmöglichkeiten beraten; bedarfsgerechte Weiterbildungsprogramme planen; Seminare vorbereiten; Lernmaterialien erstellen; Trainings durchführen; den Kursteilnehmern Feedback geben,84404,2320,Erwachsenenbildung (ohne Spezialisierung)
8041,Musiklehrer/in,Erteilung von Unterricht in Musik an außerschulischen Bildungseinrichtungen,"z.B. die jeweilige individelle musikalische Begabung prüfen, beobachten und fördern; zu musikalischer Betätigung motivieren; mit Kindern tanzen, singen und musizieren; musiktheoretische Kenntnisse vermitteln; Eltern beraten; Musikveranstaltungen musikpädagogisch vorbereiten und organisieren",84413,2354,Musikpädagogik
8043,Religionslehrer/in,Erteilung von Unterricht in Religion in Schulen,z.B. Religionsunterricht an Schulen erteilen; an der Gestaltung von Gottesdiensten bzw. der Liturgie mitwirken; in sozialen Diensten mitarbeiten,84424,2330,Religionspädagogik
8044,Gemeindepädagoge/-pädagogin,Vermittlung von theologischen Perspektiven sowie seelsorgerische Arbeiten in der Gemeindepädagogik,"z.B. Aufgaben in der Gemeindepädagogik übernehmen; an der Gestaltung von Gottesdiensten bzw. der Liturgie mitwirken; theologische Bildungsprozesse gestalten, organisieren und durchführen; in der Kinder- und Jugendarbeit oder in der Erwachsenenbildung in sozialen Diensten mitarbeiten; Projekte in der Gemeinde begleiten",84424,2636,Religionspädagogik
8045,Kunstpädagoge/-pädagogin bzw.Theaterpädagoge/-pädagogin,Durchführung von Kunstworkshops und Theaterworkshops im außerschulischen Bereich,z.B. kunstpädagogische Konzepte erstellen; Gruppen zum kreativen Spiel anleiten; persönliche Stärken fördern; Material zusammenstellen; Ausstellungen und Aufführungen organisieren; Exkursionen organisieren,84434,2355,Kunst- und Theaterpädagogik
8046,IT- Trainer/in,Entwicklung und Durchführung von Ausbildungsprogrammen für IT-Anwender in Unternehmen oder an außerschulischen Bildungseinrichtungen,z.B. Lehrmaterial und Lehrhilfen wie Handbücher entwickeln; Schulungs- und Entwicklungsprogramme planen und durchführen; Konferenzen moderieren; Effektivität der Schulungen überwachen und ggf. verbessern; allgemeine Trends der Informationstechnologie beobachten und Wissen aneignen,84444,2356,IT-Anwendungstraining
8047,Fremdsprachlehrer/in,Erteilung von Fremdsprachenunterricht an außerschulischen Bildungseinrichtungen,z.B. Unterrichtseinheiten- und material vorbereiten; Wissen zu Literatur und Kultur des entsprechenden Sprachraums vermitteln; mündliche oder schriftliche Übungen durchführen; Kursinhalt auf Lernfortschritt der Teilnehmer abstimmen; die Fortschritte beurteilen; Hausaufgaben erteilen und besprechen; Lernziele vergleichen,84454,2353,(Fremd-)Sprachenlehrer/innen
8048,Eurythmielehrer/in,Erteilung von Eurythmieunterricht,"z.B. durch Gedichte, Reime und Verse die Bewegungsimpulse der Schüler anregen; (einfache) Rhythmen und Stabübungen vermitteln; Haltung, Muskelbeugung und Muskelstreckung korrigieren; den Sinn der Schüler für Sprache und Musik schärfen; Bewegungsmöglichkeiten vermitteln; Choreografien entwickeln",84483,2355,Lehrkräfte an außerschulischen Bildungseinrichtungen
8049,Erstehilfelehrer/in,Vermittlung von Erste-Hilfe-Kenntnissen,"z.B. theoretischen und praktischen Unterricht durchführen; Verhaltensregeln bei Knochenbrüchen, Verbrennungen oder Vergiftungen erläutern; die stabile Seitenlage und Herz-Lungen-Wiederbelebung mit den Kursteilnehmern an Modellpuppen üben; Unterrichtsmaterialien zusammenstellen; Teilnahmebescheinigungen ausstellen",84483,3258,Lehrkräfte an außerschulischen Bildungseinrichtungen
8050,Museumspädagoge/- pädagogin,Konzeption und Durchführung von museumspädagogischen Maßnahmen,z.B. Fähigkeiten der Besucher beurteilen und Lernbedürfnisse und Interessen ermitteln; Ausstellungsinhalte zielgruppengerecht aufbereiten; eine Museumsrallye für Kinder erarbeiten; bei der Gestaltung von Informationstafeln mitwirken,84484,2359,Lehrkräfte an außerschulischen Bildungseinrichtungen
8051,Leiter/in - außerschulische Bildungseinrichtungen,Führungsaufgaben mit Personalverantwortung in außerschulischen Bildungseinrichtungen,z.B. Bildungsprogramme bestimmen; die Verwaltung der Schule strukturieren und organisieren; die Unterrichtsverteilung koordinieren; Weiterbildung und Leistung des Lehr- und Verwaltungspersonals kontrollieren; Budgetplanung kontrollieren; die Bildungseinrichtung nach außen vertreten,84494,1345,Außerschulische Bildungseinrichtungen (Führungskraft)
8052,Trainer/in - Leistungssport,Trainieren von Leistungssportlern zur Vorbereitung auf Wettkämpfe,z.B. Training alters- und leistungsgerecht planen und durchführen; Trainingskonzepte für Sportler erstellen; Leistungen messen und auswerten; psychologische Betreuung leisten; Nachwuchstalente im Sport sichten und fördern,84503,3422,Sportlehrer/innen (ohne Spezialisierung)
8053,Sportpädagoge/-pädagogin,Erteilung von Sportunterricht an außerschulischen Bildungseinrichtungen,z.B. Stärken und Schwächen von Sportlern oder Mannschaften identifizieren; Trainings- und Übungseinheiten planen; Menschen zu sportlichen Leistungen motivieren; Techniken und Leistungen von Sportler oder Teams analysieren und Trainingsprogramme dementsprechend anpassen; Regelbewusstsein vermitteln; Sportprüfungen abnehmen; in Wissenschaft und Forschung mitwirken,84504,3422,Sportlehrer/innen (ohne Spezialisierung)
8054,Fahrlehrer/in,Erteilung von praktischem und theoretischem Fahrunterricht,"z.B. Kenntnisse über Verkehrsregeln, das Verhalten im Straßenverkehr und den Betrieb von Kraftfahrzeugen vermitteln; über Gefahren im Straßenverkehr aufklären; Testfragebögen korrigieren; Lernschritte unter Berücksichtigung der Schwächen der Fahrschüler wiederholen und das Erlernte festigen; Fahren, Bremsen und Einparken mit den Fahrschüler üben; Fahrschüler zur Führerscheinprüfung anmelden und bei der Prüfungsfahrt begleiten",84513,5165,Fahrlehrer/innen
8055,Fluglehrer/in,Erteilung von praktischem und theoretischem Unterricht im Führen von Flugzeugen oder Hubschraubern,"z.B. Themen wie Navigation, Bedienung von Flugzeugapparaturen, Sprechfunk, Luftrecht, Flugsicherung und Meteorologie behandeln; Flugübungen durchführen; praktische Flugausbildung in Übereinstimmung mit den amtlichen Ausbildungsrichtlinien durchführen; in die Handhabung des Flugzeugs am Boden einweisen",84523,3153,Fluglehrer/innen
8056,Tanzlehrer/in,Erteilung von Tanzunterricht an außerschulischen Bildungseinrichtungen,"z.B. Fähigkeiten der Tanzschüler beurteilen und Unterrichtskonzepte erstellen: tänzerische Kenntnisse vermitteln; Vortanzen der Tanzfiguren und Schrittfolgen; Fortgeschrittene auf den Erwerb von Tanzabzeichen vorbereiten; Schüler beurteilen, beraten und ermutigen; gesellige Tanzveranstaltungen durchführen",84533,2355,Tanzlehrer/innen
8057,Trainer/in - Ballsport,Trainieren von Einzelsportlern oder Mannschaften in einem Ballsport,z.B. Stärken und Schwächen von Sportlern identifizieren; Trainingseinheiten planen; Sportler und Teams auf Wettkämpfe und Spiele vorbereiten; Spielstrategien formulieren; Sportler bei Spielen anleiten; Leistungen evaluieren,84543,3422,Trainer/innen - Ballsportarten
8058,Fitnesstrainer/in  bzw. Gymnastiklehrer/in,Trainieren von Personen im Fitness- und Gymnastikbereich,z.B. Sporttreibende bei der individuellen Zusammenstellung der Übungen beraten und betreuen; Fitness-Tests durchführen; Trainingspläne erstellen; Training mit Geräten praktisch und theoretisch unterweisen; Bewegungskorrekturen bei Trainingseinheiten durchführen; Trainingsübungen auf Effektivität prüfen,84553,3423,Trainer/innen - Fitness und Gymnastik
8059,Freizeitsportlehrer/in,"Vermittlung sportlicher Fertigkeiten in verschiedenen Sportarten, außer in den Bereichen Tanz, Ballsport, Fitness und Gymnastik","z.B. Unterricht in Sportarten wie Golf, Surfen, Skifahren, Segeln, Reiten, Wassersport, Eiskunstlauf, Fechten oder Karate erteilen; die Fähigkeiten der Sportler beurteilen; Trainingskonzepte erstellen; Sportler psychologisch betreuen und auf Wettkämpfe vorbereiten; Personen zu sportlichern Leistungen motivieren",84583,3422,Sportlehrer/innen
1100,Literaturwissenschaftler/in / Sprachwissenschaftler/in,Erforschung sprach- oder literaturwissenschaftlicher Fragestellungen,"z.B. Sprache und Sprachgeschichte mithilfe linguistischer Methoden untersuchen; Kultur untersuchen; literaturtheoretische Methoden entwickeln; Phonologie, Morphologie, Syntax, Bildung von Lautsprache etc. untersuchen; Konzepte für die Sprachvermittlung erstellen; Texte vergleichen; Forschungsprojekte entwickeln; Dokumente sammeln",91104,2643,Sprach- und Literaturwissenschaften
1101,Philosoph/in / Religionswissenschaftler/in,Erforschung religionswissenschaftlicher oder philosophischer Fragestellungen,z.B. philosophische Texte studieren; Bezüge zu anderen Texten herstellen; neue Systeme und Theorien entwerfen; in den verschiedenen Bereichen der Philosophie forschen; Betrachtung und Analyse der Religionsgeschichte und Vergleich mit anderen Religionen; Bücher und wissenschaftliche Artikel verfassen; Forschungsprojekte durchführen,91214,2633,"Philosophie, Religion und Ethik"
1102,Historiker/in,Erforschung historischer Fragestellungen,"z.B. historische Überlieferungen erforschen und analysieren; Korrelationen von Politik, Wirtschaft und Kultur mit sozialen Phänomenen dukumentieren; Quellen recherchieren und bewerten; Artefakte auswerten; wissenschaftliche Bücher und Artikel verfassen",91224,2633,Geschichtswissenschaften
1835,Techniker/in - Grabungstechnik,"Planung, Durchführung und Dokumentation der Ergebnisse von archäologischen Ausgrabungen",z.B. Genehmigungen für archäologische Grabungen einholen; Maschineneinsatz planen; Ausrüstung vorbereiten; Grabungstechniken auswählen; Funde bergen und Transport vorbereiten; Lektüre- und Recherchearbeiten zur Einordnung von Fundstücken; Interpretation der Fundstücke; Denkmäler erhalten; Forschungsergebnisse veröffentlichen,91233,3119,Archäologie
1105,Kommunikationswissenschaftler/in,Erforschung menschlicher Kommunikationsprozesse für Rückschlüsse auf die soziale Welt,z.B. Kommunikationsprozesse erforschen und analysieren sowie ihre Auswirkungen beschreiben; kulturpolitische Medienlandschaft analysieren; Kommunikationsprobleme identifizieren und vermittelnd tätig werden; wissenschaftliche Berichte erstellen; Theorien entwickeln,91244,2632,Medien- und Theaterwissenschaft
1107,Regionalwissenschaftler/in,Erforschung regionalwissenschaftlicher Fragestellungen,"z.B. Geschichte, Kultur, Politik, Gesellschaft oder Sprache von Weltregionen erforschen; Daten über Nordamerika, Lateinamerika, Europa, Afrika, (Ost-)Asien, den Nahen Osten oder einzelne Länder und Regionen sammeln; gesellschaftliche Entwicklungen dokumentieren; Behörden beraten; Konzepte zur Verbesserung der Lebensbedingungen erarbeiten",91254,2632,Regionalwissenschaft
1108,Anthropologe/in / Ethnologe/in,Erforschung anthropologischer oder ethnologischer Fragestellungen,"z.B. typische Lebensformen einer ethnischen Gruppe erforschen; Sozialstrukturanalysen erstellen; Feldstudien durchführen; Informationen zu Bewegungsverhalten, Körpergröße, Lebensgewohnheiten etc. in bestimmten ethnischen Gruppen sammeln; Fachtexte publizieren",91264,2632,Anthropologie und Ethnologie
1109,Politologe/in,Erforschung politikwissenschaftlicher Fragestellungen,z.B. politische Systeme und Entscheidungen analysieren; politische Einstellungen und politisches Verhalten beobachten; Staatsbeziehungen und nationale Organisationen analysieren; mit politischen Theorien arbeiten,91314,2633,Politologie
1110,Soziologe/in,Erforschung soziologischer Fragestellungen,z.B. Strukturen der menschlichen Gesellschaft und soziale Phänomene erforschen; soziale Gebilde und Institutionen analysieren; empirische Methoden anwenden; Beratungen durchführen,91324,2632,Soziologie
1501,Erziehungswissenschaftler/in,Erforschung erziehungswissenschaftlicher Fragestellungen,"z.B. Lehrmethoden und andere Praktiken erforschen und hinsichtlich Verbesserungen beraten; Bildungssysteme analysieren und Strategien zur Verbeserung erarbeiten; audiovisuelle und andere Lehrhilfen erforschen und hinsichtlich ihrer Einführung beraten; Struktur, Inhalt und Ziele neuer Bildungskurse und Programme entwickeln; Trainings- und Beratungsdienste für Lehr- und Erziehungskräfte bereitstellen; wissenschaftliche Berichte erstellen und Empfehlungen an bspw. Bildungsinstitutionen abgeben",91334,2351,Erziehungswissenschaft
1117,Interviewer/in,Führen von Interviews zu Markt- und Meinungsforschungszwecken,z.B. Daten zu Einstellungen und Kaufverhalten gewinnen; Befragungen nach Anweisung anhand von vorgefertigten Fragebögen durchführen,91341,4227,Markt- und Meinungsforschung
1118,Testkäufer/in,Durchführung von Testkäufen zur Qualitätsbewertung,"z.B. bei Testkäufen anhand von vorgefertigten Fragebögen Beratung, Service und Freundlichkeit von Unternehmen bewerten; Bewertungsberichte erstellen",91341,7543,Markt- und Meinungsforschung
1836,Fachangestellte/r - Markt- und Sozialforschung,Durchführung und Organisation von Forschungsprojekten in der Markt- und Meinungsforschung,z.B. Wahl- oder Konsumverhalten der Bevölkerung untersuchen; Informationen und Daten über Marktgegebenheiten und Unternehmen zusammenstellen und aufarbeiten; Mengen- und Kostenschätzungen für Projekte erstellen; Fragebögen ausarbeiten; Arbeit der Interviewer organisieren; bei der Auswertung von Projekten mitwirken; wissenschaftliche Berichte erstellen,91343,3314,Markt- und Meinungsforschung
1111,Demograf/in,Erforschung demographischer Fragestellungen,z.B. Bevölkerungsstrukturen und -entwicklungen in Anbetracht von politischen und ökonomischen Bedingungen analysieren; Erklärungsmodelle entwickeln; Daten erhben und auswerten; Muster in der Entwicklung erkennen,91354,2120,Demografie
1123,Experte/in für spezielle Gesellschafts- und Kulturwissenschaften,Erforschung gerontologischer Fragestellungen,z.B. soziale Phänomene systematisch erforschen; Erklärungsmodelle entwickeln; Daten erheben und auswerten; wissenschaftliche Arbeiten verfassen; Beratung hinsichtlich praktischer Anwendung der Erkenntnisse durchführen,91384,2632,Gesellschaftswissenschaften
1765,Kriminologe/in,Erforschung kriminologischer Fragestellungen,z.B. Wege zur Kriminalitätsbekämpfung aufzeigen; Beratungen hinsichtlich der praktischen Anwendung von Erkenntnissen durchführen; soziale Phänomene wie beispielsweise Jugendkriminalität systematisch erforschen; Daten erheben und mithilfe qualitativer oder quantitativer Methoden der Sozialforschung auswerten und aufbereiten,91384,2632,Gesellschaftswissenschaften
1766,Arbeitswissenschaftler/in,Erforschung arbeitswissenschaftlicher Fragestellungen,z.B. den digitalen Wandel von Berufen erforschen; Beratungen hinsichtlich der praktischen Anwendung von Erkenntnissen durchführen; Daten erheben und mithilfe qualitativer oder quantitativer Methoden der Sozialforschung auswerten und aufbereiten,91384,2632,Gesellschaftswissenschaften
1858,Kulturwissenschaftler/in,Erforschung kulturwissenschaftlicher Fragestellungen,z.B. kulturelle Phänomene systematisch erforschen; wissenschaftliche Arbeiten und Berichte zu kulturwissenschaftlichen Themen verfassen; Beschreibungs- und Erklärungsmodelle entwickeln,91384,2632,Gesellschaftswissenschaften
1112,Wirtschaftswissenschaftler/in,Erforschung wirtschaftswissenschaftlicher Fragestellungen,z.B. komplexe wirtschaftliche Zusammenhänge modellieren; mikro- und makroökonomische Fragestellungen erörtern; Entscheidungsempfehlungen abgeben; wissenschaftliche Theorien mittels statistischer Verfahren testen; mit statistischen Daten arbeiten,91404,2631,Wirtschaftswissenschaften
